       COLNR	       ROWNR	         ZNR	           X	           Y	           Z	        TIME	          pH	          pe	     calcite	   d_calcite	    siderite	  d_siderite	      gypsum	    d_gypsum	     SiO2(a)	   d_SiO2(a)	    gibbsite	  d_gibbsite	  Fe(OH)3(a)	d_Fe(OH)3(a)	          pH	          Cl	        C(4)	          Ca	          Mg	          Na	           K	       Fe(2)	       Fe(3)	       Mn(2)	          Al	          Si	        S(6)	       water	         Cat	         Caq	
           1	          11	           1	      0.0525	         0.5	         0.5	           6	       5.194	       4.443	           0	           0	    0.007764	  -3.707e-08	    0.005014	   1.201e-07	      0.1424	   5.025e-10	   0.0008824	   1.382e-09	   0.0006514	   4.194e-08	       5.194	   0.0001621	    0.007313	     0.01218	    0.001016	    0.001387	   0.0007591	     0.03327	   1.437e-06	    1.16e-05	   5.735e-06	    0.001887	     0.04716	      0.3498	    0.009277	    0.004262	
           1	          12	           1	      0.0575	         0.5	         0.5	           6	       5.204	       4.428	           0	           0	    0.007769	   1.603e-08	    0.005063	   2.122e-07	      0.1424	   6.459e-10	   0.0008824	   1.456e-09	   0.0006511	   2.991e-10	       5.204	   0.0001751	    0.007246	     0.01226	     0.00103	    0.001385	   0.0007487	     0.03182	     1.4e-06	   1.214e-05	    5.28e-06	    0.001888	     0.04577	      0.3498	    0.009352	    0.004288	
           1	          13	           1	      0.0625	         0.5	         0.5	           6	       5.217	       4.409	           0	           0	    0.007741	   3.349e-08	    0.005088	    3.77e-07	      0.1424	   5.385e-10	   0.0008823	   2.159e-09	    0.000651	  -8.251e-10	       5.217	   0.0001909	    0.007166	     0.01236	    0.001048	    0.001384	   0.0007362	     0.02995	   1.353e-06	   1.279e-05	   4.736e-06	     0.00189	       0.044	      0.3498	    0.009411	    0.004323	
           1	          14	           1	      0.0675	         0.5	         0.5	           6	       5.235	       4.384	           0	           0	    0.007749	   6.231e-08	    0.005124	   6.847e-07	      0.1424	   7.026e-10	   0.0008823	    3.19e-09	    0.000651	   8.115e-09	       5.235	   0.0002097	    0.007072	     0.01249	    0.001068	    0.001382	   0.0007212	     0.02759	   1.293e-06	   1.356e-05	   4.102e-06	    0.001892	     0.04177	      0.3498	    0.009494	     0.00437	
           1	          15	           1	      0.0725	         0.5	         0.5	           6	       5.258	       4.351	           0	           0	    0.007736	    1.46e-07	    0.005138	   1.288e-06	      0.1424	   6.304e-10	   0.0008822	   4.616e-09	   0.0006513	   1.276e-08	       5.258	   0.0002317	    0.006964	     0.01268	    0.001092	     0.00138	   0.0007037	     0.02463	   1.216e-06	   1.447e-05	   3.386e-06	    0.001895	     0.03899	      0.3498	    0.009572	    0.004434	
           1	          16	           1	      0.0775	         0.5	         0.5	           6	       5.292	       4.306	           0	           0	    0.007723	    4.58e-07	    0.005138	   2.583e-06	      0.1424	   2.901e-10	   0.0008821	   6.587e-09	   0.0006512	  -1.102e-08	       5.292	    0.000257	    0.006844	     0.01293	     0.00112	    0.001377	   0.0006834	     0.02094	   1.116e-06	   1.551e-05	   2.606e-06	    0.001899	     0.03555	      0.3498	    0.009662	    0.004524	
           1	          17	           1	      0.0825	         0.5	         0.5	           6	       5.342	       4.241	           0	           0	    0.007702	   1.701e-06	    0.005107	   5.741e-06	      0.1424	  -1.753e-09	    0.000882	   9.245e-09	   0.0006513	   1.525e-08	       5.342	   0.0002857	     0.00672	     0.01331	    0.001151	    0.001374	   0.0006605	     0.01636	   9.817e-07	   1.669e-05	    1.79e-06	    0.001903	     0.03131	      0.3498	    0.009764	    0.004656	
           1	          18	           1	      0.0875	         0.5	         0.5	           6	        5.43	       4.135	           0	           0	     0.00762	   9.289e-06	    0.004996	   1.435e-05	      0.1424	  -1.254e-08	   0.0008819	   1.241e-08	   0.0006512	   1.926e-09	        5.43	   0.0003177	    0.006612	      0.0139	    0.001186	    0.001371	    0.000635	     0.01067	   7.886e-07	   1.801e-05	   9.912e-07	    0.001909	     0.02615	      0.3498	    0.009859	    0.004863	
           1	          19	           1	      0.0925	         0.5	         0.5	           6	       5.628	       3.904	           0	           0	    0.007021	   5.615e-05	    0.004539	   3.986e-05	      0.1424	  -5.681e-08	   0.0008816	    1.47e-08	   0.0006513	  -9.033e-09	       5.628	   0.0003529	    0.006629	     0.01488	    0.001224	    0.001368	   0.0006069	    0.004211	   4.883e-07	   1.945e-05	   3.389e-07	    0.001915	     0.02046	      0.3498	    0.009743	    0.005204	
           1	          20	           1	      0.0975	         0.5	         0.5	           6	       6.493	       2.793	    0.004717	  -0.0003415	    0.002813	   0.0002213	   0.0007872	   0.0002211	      0.1425	  -1.895e-07	   0.0008813	   1.499e-08	   0.0006511	   3.839e-08	       6.493	   0.0003908	    0.008518	     0.01696	    0.001265	    0.001363	   0.0005764	   0.0001277	   6.709e-08	   2.101e-05	   7.442e-08	    0.001918	     0.01637	        0.35	     0.01144	    0.005934	
           1	          21	           1	      0.1025	         0.5	         0.5	           6	       6.506	       2.757	    0.006151	  -2.816e-05	    0.001899	   1.844e-05	           0	           0	      0.1425	   -5.55e-09	   0.0008812	   1.272e-09	    0.000651	  -1.698e-09	       6.506	   0.0004311	    0.008233	     0.01683	    0.001309	    0.001359	   0.0005441	   0.0001268	   6.518e-08	   2.267e-05	   7.522e-08	    0.001918	     0.01631	        0.35	     0.01204	     0.00589	
           1	          22	           1	      0.1075	         0.5	         0.5	           6	       6.523	       2.714	    0.006271	  -2.452e-06	    0.001823	   1.549e-06	           0	           0	      0.1425	  -2.788e-10	   0.0008812	   1.154e-10	   0.0006509	  -2.279e-09	       6.523	   0.0004735	    0.007941	     0.01639	    0.001355	    0.001355	   0.0005103	   0.0001235	   6.265e-08	   2.441e-05	   7.632e-08	    0.001919	     0.01594	        0.35	     0.01201	    0.005736	
           1	          23	           1	      0.1125	         0.5	         0.5	           6	       6.542	       2.666	    0.006282	  -3.063e-07	    0.001817	   1.274e-07	           0	           0	      0.1425	   5.216e-10	   0.0008812	   2.059e-11	    0.000651	   1.634e-09	       6.542	   0.0005172	    0.007639	      0.0159	    0.001402	    0.001351	   0.0004754	     0.00012	   5.998e-08	   2.621e-05	   7.767e-08	    0.001919	     0.01552	        0.35	     0.01185	    0.005566	
           1	          24	           1	      0.1175	         0.5	         0.5	           6	       6.563	       2.614	    0.006284	  -1.373e-07	    0.001816	   5.885e-09	           0	           0	      0.1425	   5.571e-10	   0.0008812	   1.521e-11	    0.000651	   4.018e-09	       6.563	   0.0005616	     0.00733	     0.01537	    0.001451	    0.001346	     0.00044	    0.000116	   5.719e-08	   2.804e-05	    7.93e-08	     0.00192	     0.01506	        0.35	     0.01166	    0.005378	
           1	          25	           1	      0.1225	         0.5	         0.5	           6	       6.585	       2.559	    0.006286	  -1.314e-07	    0.001816	  -6.839e-09	           0	           0	      0.1425	   6.677e-10	   0.0008812	   1.759e-11	   0.0006509	   6.655e-09	       6.585	   0.0006061	     0.00702	     0.01478	    0.001499	    0.001342	   0.0004045	   0.0001117	    5.43e-08	   2.987e-05	   8.126e-08	     0.00192	     0.01454	        0.35	     0.01146	    0.005173	
           1	          26	           1	      0.1275	         0.5	         0.5	           6	       6.609	         2.5	    0.006287	  -1.326e-07	    0.001816	   2.109e-09	           0	           0	      0.1425	    8.09e-10	   0.0008812	   2.066e-11	   0.0006509	  -3.175e-09	       6.609	     0.00065	    0.006712	     0.01416	    0.001547	    0.001338	   0.0003695	   0.0001071	   5.137e-08	   3.167e-05	   8.358e-08	    0.001921	       0.014	        0.35	     0.01124	    0.004956	
           1	          27	           1	      0.1325	         0.5	         0.5	           6	       6.635	       2.437	    0.006288	   -1.34e-07	    0.001816	   2.381e-09	           0	           0	      0.1425	   7.027e-10	   0.0008812	   2.387e-11	    0.000651	  -3.551e-09	       6.635	   0.0006927	    0.006411	     0.01352	    0.001593	    0.001333	   0.0003355	   0.0001023	   4.847e-08	   3.343e-05	   8.627e-08	    0.001922	     0.01343	        0.35	     0.01102	    0.004732	
           1	          28	           1	      0.1375	         0.5	         0.5	           6	       6.661	       2.373	     0.00629	  -1.315e-07	    0.001816	   3.156e-09	           0	           0	      0.1425	   8.927e-10	   0.0008812	   2.691e-11	    0.000651	  -4.337e-09	       6.661	   0.0007336	    0.006121	     0.01287	    0.001638	    0.001329	   0.0003029	   9.753e-05	   4.562e-08	   3.511e-05	   8.936e-08	    0.001923	     0.01285	        0.35	      0.0108	    0.004506	
           1	          29	           1	      0.1425	         0.5	         0.5	           6	       6.688	       2.308	    0.006291	  -1.245e-07	    0.001816	   9.131e-09	           0	           0	      0.1425	    8.42e-10	   0.0008812	    2.95e-11	    0.000651	  -1.027e-08	       6.688	   0.0007722	    0.005845	     0.01223	     0.00168	    0.001325	   0.0002721	   9.275e-05	   4.287e-08	    3.67e-05	   9.285e-08	    0.001924	     0.01228	        0.35	     0.01057	     0.00428	
           1	          30	           1	      0.1475	         0.5	         0.5	           6	       6.715	       2.241	    0.006292	  -1.223e-07	    0.001816	  -8.703e-09	           0	           0	      0.1425	   9.077e-10	   0.0008812	   3.175e-11	   0.0006509	   7.579e-09	       6.715	   0.0008081	    0.005587	      0.0116	    0.001719	    0.001322	   0.0002435	   8.808e-05	   4.028e-08	   3.817e-05	    9.67e-08	    0.001924	     0.01171	        0.35	     0.01035	    0.004061	
           1	          31	           1	      0.1525	         0.5	         0.5	           6	       6.743	       2.176	    0.006293	  -1.067e-07	    0.001816	   2.623e-09	           0	           0	      0.1425	   8.314e-10	   0.0008812	    3.27e-11	    0.000651	  -3.622e-09	       6.743	    0.000841	    0.005349	       0.011	    0.001754	    0.001319	   0.0002172	    8.36e-05	   3.785e-08	   3.953e-05	   1.009e-07	    0.001925	     0.01117	        0.35	     0.01014	     0.00385	
           1	          32	           1	      0.1575	         0.5	         0.5	           6	       6.769	       2.112	    0.006294	  -9.509e-08	    0.001817	  -4.853e-09	           0	           0	      0.1425	   9.192e-10	   0.0008812	   3.286e-11	   0.0006508	   3.957e-09	       6.769	   0.0008708	    0.005132	     0.01044	    0.001787	    0.001316	   0.0001934	   7.939e-05	   3.563e-08	   4.075e-05	   1.053e-07	    0.001926	     0.01067	        0.35	    0.009947	    0.003653	
           1	          33	           1	      0.1625	         0.5	         0.5	           6	       6.795	       2.051	    0.006295	   -7.87e-08	    0.001816	   2.355e-10	           0	           0	      0.1425	   7.847e-10	   0.0008812	   3.163e-11	   0.0006509	  -9.911e-10	       6.795	   0.0008974	    0.004937	    0.009913	    0.001816	    0.001313	   0.0001723	   7.548e-05	   3.361e-08	   4.185e-05	     1.1e-07	    0.001927	     0.01019	        0.35	    0.009765	     0.00347	
           1	          34	           1	      0.1675	         0.5	         0.5	           6	       6.819	       1.993	    0.006296	  -6.646e-08	    0.001816	  -3.646e-09	           0	           0	      0.1425	   8.606e-10	   0.0008812	   2.949e-11	   0.0006509	       3e-09	       6.819	   0.0009208	    0.004765	    0.009439	    0.001841	    0.001311	   0.0001536	   7.193e-05	   3.182e-08	   4.281e-05	   1.146e-07	    0.001927	    0.009766	        0.35	    0.009599	    0.003303	
           1	          35	           1	      0.1725	         0.5	         0.5	           6	       6.842	        1.94	    0.006296	  -5.031e-08	    0.001816	   1.479e-09	           0	           0	      0.1425	   7.425e-10	   0.0008812	   2.619e-11	    0.000651	  -1.984e-09	       6.842	    0.000941	    0.004614	    0.009014	    0.001863	    0.001309	   0.0001375	   6.875e-05	   3.025e-08	   4.364e-05	   1.193e-07	    0.001928	    0.009381	        0.35	    0.009451	    0.003155	
           1	          36	           1	      0.1775	         0.5	         0.5	           6	       6.863	       1.891	    0.006297	  -3.738e-08	    0.001816	   2.632e-09	           0	           0	      0.1425	   5.879e-10	   0.0008812	   2.237e-11	   0.0006511	  -3.011e-09	       6.863	   0.0009583	    0.004486	     0.00864	    0.001882	    0.001307	   0.0001237	   6.595e-05	   2.889e-08	   4.435e-05	   1.238e-07	    0.001928	    0.009043	        0.35	    0.009321	    0.003024	
           1	          37	           1	      0.1825	         0.5	         0.5	           6	       6.881	       1.848	    0.006297	  -3.178e-08	    0.001816	  -5.552e-09	           0	           0	      0.1425	   4.215e-10	   0.0008812	   1.862e-11	    0.000651	   5.241e-09	       6.881	   0.0009729	    0.004376	    0.008316	    0.001898	    0.001306	    0.000112	   6.352e-05	   2.773e-08	   4.495e-05	    1.28e-07	    0.001929	    0.008749	        0.35	    0.009208	    0.002911	
           1	          38	           1	      0.1875	         0.5	         0.5	           6	       6.897	        1.81	    0.006297	  -2.255e-08	    0.001816	  -4.012e-09	           0	           0	      0.1425	   3.959e-10	   0.0008812	   1.464e-11	    0.000651	    3.79e-09	       6.897	   0.0009851	    0.004285	     0.00804	    0.001911	    0.001304	   0.0001024	   6.145e-05	   2.675e-08	   4.545e-05	   1.318e-07	    0.001929	    0.008498	        0.35	    0.009111	    0.002814	
           1	          39	           1	      0.1925	         0.5	         0.5	           6	       6.911	       1.778	    0.006297	  -1.544e-08	    0.001816	  -4.779e-09	           0	           0	      0.1425	    3.07e-10	   0.0008812	   1.109e-11	    0.000651	   4.618e-09	       6.911	    0.000995	     0.00421	    0.007807	    0.001922	    0.001303	   9.441e-05	    5.97e-05	   2.595e-08	   4.586e-05	   1.353e-07	    0.001929	    0.008287	        0.35	     0.00903	    0.002733	
           1	          40	           1	      0.1975	         0.5	         0.5	           6	       6.923	       1.751	    0.006297	  -7.324e-09	    0.001816	   4.098e-09	           0	           0	      0.1425	    1.78e-10	   0.0008812	   7.715e-12	    0.000651	  -4.183e-09	       6.923	    0.001003	     0.00415	    0.007615	    0.001931	    0.001303	   8.797e-05	   5.826e-05	   2.529e-08	   4.619e-05	   1.383e-07	     0.00193	    0.008112	        0.35	    0.008963	    0.002665	
           1	          41	           1	      0.2025	         0.5	         0.5	           6	       6.932	       1.729	    0.006297	  -4.168e-09	    0.001816	   2.964e-09	           0	           0	      0.1425	   1.046e-10	   0.0008812	   5.336e-12	    0.000651	  -3.019e-09	       6.932	     0.00101	    0.004101	    0.007458	    0.001938	    0.001302	   8.283e-05	   5.708e-05	   2.475e-08	   4.646e-05	   1.408e-07	     0.00193	    0.007968	        0.35	    0.008908	     0.00261	
           1	          42	           1	      0.2075	         0.5	         0.5	           6	        6.94	       1.711	    0.006297	  -3.779e-09	    0.001816	   5.243e-10	           0	           0	      0.1425	   1.797e-11	   0.0008812	   3.627e-12	    0.000651	  -5.653e-10	        6.94	    0.001015	    0.004062	    0.007332	    0.001943	    0.001302	   7.878e-05	   5.613e-05	   2.433e-08	   4.667e-05	   1.429e-07	     0.00193	    0.007853	        0.35	    0.008864	    0.002566	
           1	          43	           1	      0.2125	         0.5	         0.5	           6	       6.946	       1.696	    0.006297	   -9.02e-10	    0.001816	   1.625e-09	           0	           0	      0.1425	   4.311e-11	   0.0008812	   2.245e-12	    0.000651	  -1.638e-09	       6.946	    0.001019	    0.004032	    0.007233	    0.001948	    0.001301	   7.562e-05	   5.538e-05	     2.4e-08	   4.683e-05	   1.447e-07	     0.00193	    0.007762	        0.35	    0.008829	    0.002531	
           1	          44	           1	      0.2175	         0.5	         0.5	           6	       6.951	       1.685	    0.006297	  -2.147e-09	    0.001816	  -1.641e-09	           0	           0	      0.1425	   3.721e-11	   0.0008812	   1.534e-12	   0.0006511	    1.62e-09	       6.951	    0.001022	     0.00401	    0.007155	    0.001951	    0.001301	    7.32e-05	   5.479e-05	   2.374e-08	   4.695e-05	    1.46e-07	     0.00193	     0.00769	        0.35	    0.008802	    0.002504	
           1	          45	           1	      0.2225	         0.5	         0.5	           6	       6.955	       1.677	    0.006297	   8.516e-10	    0.001816	   2.676e-09	           0	           0	      0.1425	  -3.302e-11	   0.0008812	   7.301e-13	   0.0006511	  -2.673e-09	       6.955	    0.001024	    0.003992	    0.007094	    0.001953	    0.001301	   7.137e-05	   5.434e-05	   2.354e-08	   4.705e-05	   1.471e-07	    0.001931	    0.007635	        0.35	    0.008781	    0.002483	
           1	          46	           1	      0.2275	         0.5	         0.5	           6	       6.958	        1.67	    0.006297	  -4.234e-10	    0.001816	   3.845e-10	           0	           0	      0.1425	   6.635e-11	   0.0008812	   4.952e-13	   0.0006511	  -3.882e-10	       6.958	    0.001026	    0.003979	    0.007049	    0.001955	      0.0013	   6.999e-05	   5.399e-05	   2.339e-08	   4.712e-05	   1.479e-07	    0.001931	    0.007593	        0.35	    0.008765	    0.002467	
           1	          47	           1	      0.2325	         0.5	         0.5	           6	        6.96	       1.665	    0.006297	  -3.463e-10	    0.001816	   1.405e-09	           0	           0	      0.1425	  -7.506e-12	   0.0008812	   2.485e-13	    0.000651	  -1.407e-09	        6.96	    0.001027	     0.00397	    0.007015	    0.001957	      0.0013	   6.898e-05	   5.374e-05	   2.328e-08	   4.717e-05	   1.485e-07	    0.001931	    0.007561	        0.35	    0.008753	    0.002455	
           1	          48	           1	      0.2375	         0.5	         0.5	           6	       6.962	       1.661	    0.006298	   9.887e-10	    0.001816	   1.992e-09	           0	           0	      0.1425	   7.302e-11	   0.0008812	   6.784e-14	    0.000651	  -1.985e-09	       6.962	    0.001028	    0.003963	    0.006989	    0.001958	      0.0013	   6.824e-05	   5.355e-05	    2.32e-08	   4.721e-05	    1.49e-07	    0.001931	    0.007538	        0.35	    0.008744	    0.002446	
           1	          49	           1	      0.2425	         0.5	         0.5	           6	       6.963	       1.659	    0.006297	   2.414e-09	    0.001816	   4.371e-09	           0	           0	      0.1425	  -2.778e-11	   0.0008812	  -1.295e-13	    0.000651	  -4.358e-09	       6.963	    0.001028	    0.003958	    0.006971	    0.001958	      0.0013	   6.771e-05	   5.341e-05	   2.314e-08	   4.724e-05	   1.493e-07	    0.001931	     0.00752	        0.35	    0.008737	     0.00244	
           1	          50	           1	      0.2475	         0.5	         0.5	           6	       6.964	       1.657	    0.006297	    2.07e-09	    0.001816	   6.255e-09	           0	           0	      0.1425	   1.598e-11	   0.0008812	  -2.237e-13	    0.000651	  -6.237e-09	       6.964	    0.001029	    0.003954	    0.006957	    0.001959	      0.0013	   6.733e-05	    5.33e-05	    2.31e-08	   4.726e-05	   1.496e-07	    0.001931	    0.007508	        0.35	    0.008733	    0.002435	
           1	          51	           1	      0.2525	         0.5	         0.5	           6	       6.964	       1.656	    0.006297	   2.298e-10	    0.001816	   5.517e-10	           0	           0	      0.1425	  -1.085e-12	   0.0008812	  -1.344e-14	    0.000651	  -5.481e-10	       6.964	    0.001029	    0.003952	    0.006948	    0.001959	      0.0013	   6.706e-05	   5.323e-05	   2.307e-08	   4.727e-05	   1.497e-07	    0.001931	    0.007499	        0.35	    0.008729	    0.002432	
           1	          52	           1	      0.2575	         0.5	         0.5	           6	       6.965	       1.655	    0.006297	  -1.173e-09	    0.001816	  -1.534e-09	           0	           0	      0.1425	   7.551e-12	   0.0008812	   1.091e-13	    0.000651	   1.525e-09	       6.965	     0.00103	     0.00395	    0.006941	     0.00196	      0.0013	   6.688e-05	   5.318e-05	   2.305e-08	   4.728e-05	   1.499e-07	    0.001931	    0.007493	        0.35	    0.008727	    0.002429	
           1	          53	           1	      0.2625	         0.5	         0.5	           6	       6.965	       1.654	    0.006298	  -1.192e-09	    0.001816	  -3.314e-09	           0	           0	      0.1425	   3.361e-11	   0.0008812	   1.477e-13	    0.000651	   3.304e-09	       6.965	     0.00103	    0.003949	    0.006937	     0.00196	      0.0013	   6.675e-05	   5.315e-05	   2.304e-08	   4.729e-05	   1.499e-07	    0.001931	    0.007489	        0.35	    0.008725	    0.002428	
           1	          54	           1	      0.2675	         0.5	         0.5	           6	       6.965	       1.654	    0.006297	  -2.205e-10	    0.001816	  -5.916e-10	           0	           0	      0.1425	   7.207e-11	   0.0008812	   3.277e-14	    0.000651	   5.916e-10	       6.965	     0.00103	    0.003948	    0.006933	     0.00196	      0.0013	   6.666e-05	   5.312e-05	   2.303e-08	   4.729e-05	     1.5e-07	    0.001931	    0.007486	        0.35	    0.008724	    0.002427	
           1	          55	           1	      0.2725	         0.5	         0.5	           6	       6.965	       1.653	    0.006297	  -7.001e-10	    0.001816	  -1.412e-09	           0	           0	      0.1425	   6.704e-11	   0.0008812	   7.951e-14	    0.000651	   1.407e-09	       6.965	     0.00103	    0.003947	    0.006931	     0.00196	      0.0013	   6.661e-05	   5.311e-05	   2.302e-08	   4.729e-05	     1.5e-07	    0.001931	    0.007484	        0.35	    0.008723	    0.002426	
           1	          56	           1	      0.2775	         0.5	         0.5	           6	       6.965	       1.653	    0.006297	  -1.518e-09	    0.001816	  -2.687e-09	           0	           0	      0.1425	   7.986e-11	   0.0008812	   1.477e-13	    0.000651	   2.677e-09	       6.965	     0.00103	    0.003947	     0.00693	     0.00196	      0.0013	   6.657e-05	    5.31e-05	   2.302e-08	    4.73e-05	   1.501e-07	    0.001931	    0.007482	        0.35	    0.008723	    0.002425	
           1	          57	           1	      0.2825	         0.5	         0.5	           6	       6.966	       1.653	    0.006297	  -2.316e-09	    0.001816	  -4.545e-09	           0	           0	      0.1425	  -1.757e-11	   0.0008812	   2.301e-13	    0.000651	   4.531e-09	       6.966	     0.00103	    0.003947	    0.006929	     0.00196	      0.0013	   6.654e-05	   5.309e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	    0.007482	        0.35	    0.008723	    0.002425	
           1	          58	           1	      0.2875	         0.5	         0.5	           6	       6.966	       1.653	    0.006298	  -4.212e-10	    0.001816	    1.33e-11	           0	           0	      0.1425	   4.633e-11	   0.0008812	   1.258e-14	    0.000651	  -1.418e-11	       6.966	     0.00103	    0.003947	    0.006928	     0.00196	      0.0013	   6.653e-05	   5.309e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	    0.007481	        0.35	    0.008722	    0.002425	
           1	          59	           1	      0.2925	         0.5	         0.5	           6	       6.966	       1.653	    0.006297	   -1.97e-09	    0.001816	  -3.277e-09	           0	           0	      0.1425	  -2.227e-11	   0.0008812	     1.8e-13	    0.000651	   3.263e-09	       6.966	     0.00103	    0.003947	    0.006928	     0.00196	      0.0013	   6.652e-05	   5.308e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	    0.007481	        0.35	    0.008722	    0.002425	
           1	          60	           1	      0.2975	         0.5	         0.5	           6	       6.966	       1.653	    0.006297	  -4.756e-10	    0.001816	  -4.171e-10	           0	           0	      0.1425	   1.571e-11	   0.0008812	    4.28e-14	   0.0006511	   4.137e-10	       6.966	     0.00103	    0.003947	    0.006928	     0.00196	      0.0013	   6.651e-05	   5.308e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	     0.00748	        0.35	    0.008722	    0.002425	
           1	          61	           1	      0.3025	         0.5	         0.5	           6	       6.966	       1.653	    0.006297	   1.306e-09	    0.001816	   1.911e-09	           0	           0	      0.1425	   2.156e-11	   0.0008812	  -1.056e-13	   0.0006511	  -1.903e-09	       6.966	     0.00103	    0.003947	    0.006927	     0.00196	      0.0013	   6.651e-05	   5.308e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	     0.00748	        0.35	    0.008722	    0.002425	
