       COLNR	       ROWNR	         ZNR	           X	           Y	           Z	        TIME	          pH	          pe	     calcite	   d_calcite	    siderite	  d_siderite	      gypsum	    d_gypsum	     SiO2(a)	   d_SiO2(a)	    gibbsite	  d_gibbsite	  Fe(OH)3(a)	d_Fe(OH)3(a)	          pH	          Cl	        C(4)	          Ca	          Mg	          Na	           K	       Fe(2)	       Fe(3)	       Mn(2)	          Al	          Si	        S(6)	       water	         Cat	         Caq	
           1	          62	           1	      0.3075	         0.5	         0.5	           6	       6.966	       1.653	    0.006298	   -4.56e-10	    0.001816	   5.487e-11	           0	           0	      0.1425	   1.395e-11	   0.0008812	   2.039e-14	    0.000651	  -5.703e-11	       6.966	     0.00103	    0.003947	    0.006927	     0.00196	      0.0013	    6.65e-05	   5.308e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	     0.00748	        0.35	    0.008722	    0.002425	
           1	          63	           1	      0.3125	         0.5	         0.5	           6	       6.966	       1.653	    0.006297	  -6.357e-10	    0.001816	  -1.339e-09	           0	           0	      0.1425	   6.351e-11	   0.0008812	   7.832e-14	   0.0006511	   1.335e-09	       6.966	     0.00103	    0.003947	    0.006927	     0.00196	      0.0013	    6.65e-05	   5.308e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	     0.00748	        0.35	    0.008722	    0.002425	
           1	          64	           1	      0.3175	         0.5	         0.5	           6	       6.966	       1.653	    0.006297	  -2.382e-09	    0.001816	  -4.444e-09	           0	           0	      0.1425	   4.602e-11	   0.0008812	   2.213e-13	    0.000651	   4.428e-09	       6.966	     0.00103	    0.003947	    0.006927	     0.00196	      0.0013	    6.65e-05	   5.308e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	     0.00748	        0.35	    0.008722	    0.002425	
           1	          65	           1	      0.3225	         0.5	         0.5	           6	       6.966	       1.653	    0.006297	  -2.914e-09	    0.001816	  -4.724e-09	           0	           0	      0.1425	   3.831e-11	   0.0008812	   2.624e-13	   0.0006511	   4.705e-09	       6.966	     0.00103	    0.003947	    0.006927	     0.00196	      0.0013	    6.65e-05	   5.308e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	     0.00748	        0.35	    0.008722	    0.002425	
           1	          66	           1	      0.3275	         0.5	         0.5	           6	       6.966	       1.653	    0.006297	  -2.088e-10	    0.001816	  -2.269e-11	           0	           0	      0.1425	   1.944e-11	   0.0008812	    2.07e-14	   0.0006511	   1.913e-11	       6.966	     0.00103	    0.003947	    0.006927	     0.00196	      0.0013	    6.65e-05	   5.308e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	     0.00748	        0.35	    0.008722	    0.002425	
           1	          67	           1	      0.3325	         0.5	         0.5	           6	       6.966	       1.653	    0.006297	  -1.553e-09	    0.001816	  -2.427e-09	           0	           0	      0.1425	   1.241e-11	   0.0008812	   1.375e-13	   0.0006511	   2.417e-09	       6.966	     0.00103	    0.003947	    0.006927	     0.00196	      0.0013	    6.65e-05	   5.308e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	     0.00748	        0.35	    0.008722	    0.002425	
           1	          68	           1	      0.3375	         0.5	         0.5	           6	       6.966	       1.653	    0.006297	   1.201e-09	    0.001816	   2.741e-09	           0	           0	      0.1425	   1.745e-12	   0.0008812	  -1.295e-13	   0.0006511	  -2.732e-09	       6.966	     0.00103	    0.003946	    0.006927	     0.00196	      0.0013	    6.65e-05	   5.308e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	     0.00748	        0.35	    0.008722	    0.002425	
           1	          69	           1	      0.3425	         0.5	         0.5	           6	       6.966	       1.653	    0.006298	  -3.783e-10	    0.001816	  -1.251e-09	           0	           0	      0.1425	  -4.019e-12	   0.0008812	   5.028e-14	    0.000651	    1.25e-09	       6.966	     0.00103	    0.003946	    0.006927	     0.00196	      0.0013	    6.65e-05	   5.308e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	     0.00748	        0.35	    0.008722	    0.002425	
           1	          70	           1	      0.3475	         0.5	         0.5	           6	       6.966	       1.653	    0.006297	   6.017e-10	    0.001816	   9.762e-10	           0	           0	      0.1425	  -1.506e-11	   0.0008812	  -5.105e-14	    0.000651	  -9.733e-10	       6.966	     0.00103	    0.003946	    0.006927	     0.00196	      0.0013	    6.65e-05	   5.308e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	     0.00748	        0.35	    0.008722	    0.002425	
           1	          71	           1	      0.3525	         0.5	         0.5	           6	       6.966	       1.653	    0.006297	  -1.166e-09	    0.001816	  -2.633e-09	           0	           0	      0.1425	  -6.843e-12	   0.0008812	   1.243e-13	    0.000651	   2.625e-09	       6.966	     0.00103	    0.003946	    0.006927	     0.00196	      0.0013	    6.65e-05	   5.308e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	     0.00748	        0.35	    0.008722	    0.002425	
           1	          72	           1	      0.3575	         0.5	         0.5	           6	       6.966	       1.653	    0.006297	  -1.646e-09	    0.001816	  -3.977e-09	           0	           0	      0.1425	  -6.626e-12	   0.0008812	   1.853e-13	   0.0006511	   3.962e-09	       6.966	     0.00103	    0.003946	    0.006927	     0.00196	      0.0013	    6.65e-05	   5.308e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	     0.00748	        0.35	    0.008722	    0.002425	
           1	          73	           1	      0.3625	         0.5	         0.5	           6	       6.966	       1.653	    0.006297	  -3.064e-10	    0.001816	  -3.486e-10	           0	           0	      0.1425	  -6.922e-12	   0.0008812	   2.165e-14	    0.000651	   3.461e-10	       6.966	     0.00103	    0.003946	    0.006927	     0.00196	      0.0013	    6.65e-05	   5.308e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	     0.00748	        0.35	    0.008722	    0.002425	
           1	          74	           1	      0.3675	         0.5	         0.5	           6	       6.966	       1.653	    0.006297	   4.776e-10	    0.001816	   9.769e-10	           0	           0	      0.1425	  -4.637e-12	   0.0008812	   -5.24e-14	    0.000651	  -9.727e-10	       6.966	     0.00103	    0.003946	    0.006927	     0.00196	      0.0013	    6.65e-05	   5.308e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	     0.00748	        0.35	    0.008722	    0.002425	
           1	          75	           1	      0.3725	         0.5	         0.5	           6	       6.966	       1.653	    0.006298	  -1.716e-09	    0.001816	   -3.26e-09	           0	           0	      0.1425	   6.215e-12	   0.0008812	   1.718e-13	    0.000651	   3.248e-09	       6.966	     0.00103	    0.003947	    0.006927	     0.00196	      0.0013	    6.65e-05	   5.308e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	     0.00748	        0.35	    0.008722	    0.002425	
           1	          76	           1	      0.3775	         0.5	         0.5	           6	       6.966	       1.653	    0.006297	  -1.627e-09	    0.001816	  -2.591e-09	           0	           0	      0.1425	   1.282e-11	   0.0008812	   1.336e-13	   0.0006511	   2.581e-09	       6.966	     0.00103	    0.003947	    0.006927	     0.00196	      0.0013	    6.65e-05	   5.308e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	     0.00748	        0.35	    0.008722	    0.002425	
           1	          77	           1	      0.3825	         0.5	         0.5	           6	       6.966	       1.653	    0.006297	  -1.946e-09	    0.001816	   -3.54e-09	           0	           0	      0.1425	   2.547e-11	   0.0008812	   1.831e-13	   0.0006511	   3.529e-09	       6.966	     0.00103	    0.003947	    0.006927	     0.00196	      0.0013	    6.65e-05	   5.308e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	     0.00748	        0.35	    0.008722	    0.002425	
           1	          78	           1	      0.3875	         0.5	         0.5	           6	       6.966	       1.653	    0.006297	   4.581e-10	    0.001816	    1.05e-09	           0	           0	      0.1425	   2.017e-11	   0.0008812	  -4.491e-14	   0.0006511	  -1.047e-09	       6.966	     0.00103	    0.003947	    0.006927	     0.00196	      0.0013	    6.65e-05	   5.308e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	     0.00748	        0.35	    0.008722	    0.002425	
           1	          79	           1	      0.3925	         0.5	         0.5	           6	       6.966	       1.653	    0.006297	  -1.024e-10	    0.001816	  -7.561e-10	           0	           0	      0.1425	   2.823e-11	   0.0008812	   2.553e-14	   0.0006511	   7.563e-10	       6.966	     0.00103	    0.003947	    0.006927	     0.00196	      0.0013	    6.65e-05	   5.308e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	     0.00748	        0.35	    0.008722	    0.002425	
           1	          80	           1	      0.3975	         0.5	         0.5	           6	       6.966	       1.653	    0.006298	  -1.237e-09	    0.001816	  -1.781e-09	           0	           0	      0.1425	  -8.327e-11	   0.0008812	    1.07e-13	    0.000651	   1.772e-09	       6.966	     0.00103	    0.003947	    0.006927	     0.00196	      0.0013	    6.65e-05	   5.308e-05	   2.301e-08	    4.73e-05	   1.501e-07	    0.001931	     0.00748	        0.35	    0.008722	    0.002425	
