       COLNR	       ROWNR	         ZNR	           X	           Y	           Z	        TIME	          pH	          pe	     calcite	   d_calcite	    siderite	  d_siderite	      gypsum	    d_gypsum	     SiO2(a)	   d_SiO2(a)	    gibbsite	  d_gibbsite	  Fe(OH)3(a)	d_Fe(OH)3(a)	          pH	          Cl	        C(4)	          Ca	          Mg	          Na	           K	       Fe(2)	       Fe(3)	       Mn(2)	          Al	          Si	        S(6)	       water	         Cat	         Caq	
           1	          55	           1	      0.2725	         0.5	         0.5	          24	       5.175	       4.477	           0	           0	    0.007654	   2.855e-09	     0.00544	  -3.011e-10	      0.1424	   3.042e-11	   0.0008823	   3.061e-12	   0.0006515	  -4.105e-09	       5.175	   0.0001244	    0.007513	     0.01205	   0.0009754	     0.00139	   0.0007892	     0.03603	   1.512e-06	   1.006e-05	   6.752e-06	    0.001884	     0.04978	      0.3498	    0.009656	    0.004216	
           1	          56	           1	      0.2775	         0.5	         0.5	          24	       5.177	       4.474	           0	           0	    0.007672	  -4.644e-09	    0.005451	    7.91e-11	      0.1424	   4.245e-11	   0.0008823	  -5.308e-12	   0.0006512	   6.579e-09	       5.177	   0.0001255	    0.007509	     0.01207	   0.0009765	     0.00139	   0.0007884	     0.03565	   1.504e-06	    1.01e-05	   6.635e-06	    0.001885	     0.04941	      0.3498	    0.009673	    0.004222	
           1	          57	           1	      0.2825	         0.5	         0.5	          24	       5.179	       4.471	           0	           0	    0.007658	   5.081e-09	    0.005445	   2.929e-11	      0.1424	   3.346e-11	   0.0008823	   6.436e-12	   0.0006512	   -5.16e-09	       5.179	   0.0001266	    0.007504	     0.01209	   0.0009778	     0.00139	   0.0007875	     0.03517	   1.495e-06	   1.015e-05	   6.491e-06	    0.001885	     0.04896	      0.3498	    0.009675	     0.00423	
           1	          58	           1	      0.2875	         0.5	         0.5	          24	       5.182	       4.468	           0	           0	    0.007666	  -1.127e-08	     0.00545	   1.562e-10	      0.1424	   3.943e-11	   0.0008823	  -1.355e-11	   0.0006512	   1.053e-08	       5.182	    0.000128	    0.007498	     0.01212	   0.0009793	     0.00139	   0.0007864	     0.03459	   1.482e-06	    1.02e-05	   6.315e-06	    0.001886	      0.0484	      0.3498	    0.009689	    0.004239	
           1	          59	           1	      0.2925	         0.5	         0.5	          24	       5.186	       4.463	           0	           0	    0.007663	  -1.023e-08	     0.00545	   4.021e-10	      0.1424	   4.573e-11	   0.0008823	  -1.159e-11	   0.0006513	   1.052e-08	       5.186	   0.0001296	    0.007492	     0.01215	    0.000981	     0.00139	   0.0007851	     0.03385	   1.467e-06	   1.027e-05	     6.1e-06	    0.001886	      0.0477	      0.3498	    0.009701	    0.004252	
           1	          60	           1	      0.2975	         0.5	         0.5	          24	       5.191	       4.457	           0	           0	    0.007658	  -6.413e-09	    0.005447	  -4.265e-11	      0.1424	   6.322e-11	   0.0008823	  -6.909e-12	   0.0006512	   5.765e-09	       5.191	   0.0001314	    0.007486	      0.0122	    0.000983	     0.00139	   0.0007837	     0.03294	   1.448e-06	   1.034e-05	   5.839e-06	    0.001887	     0.04683	      0.3498	    0.009715	    0.004267	
           1	          61	           1	      0.3025	         0.5	         0.5	          24	       5.197	        4.45	           0	           0	    0.007669	  -1.603e-08	    0.005453	   9.274e-11	      0.1424	  -1.165e-11	   0.0008823	  -1.686e-11	   0.0006512	   1.543e-08	       5.197	   0.0001335	    0.007479	     0.01226	   0.0009852	    0.001389	    0.000782	     0.03181	   1.424e-06	   1.043e-05	   5.523e-06	    0.001888	     0.04575	      0.3498	     0.00974	    0.004288	
           1	          62	           1	      0.3075	         0.5	         0.5	          24	       5.205	        4.44	           0	           0	     0.00765	  -1.689e-08	    0.005442	   3.463e-10	      0.1424	   1.049e-10	   0.0008823	  -1.681e-11	   0.0006511	   1.498e-08	       5.205	   0.0001358	    0.007471	     0.01233	   0.0009878	    0.001389	   0.0007801	      0.0304	   1.394e-06	   1.053e-05	   5.143e-06	     0.00189	     0.04441	      0.3498	    0.009755	    0.004314	
           1	          63	           1	      0.3125	         0.5	         0.5	          24	       5.216	       4.428	           0	           0	    0.007669	  -2.684e-09	     0.00545	  -5.073e-10	      0.1424	   1.398e-11	   0.0008823	  -2.559e-12	   0.0006512	    2.54e-09	       5.216	   0.0001385	    0.007464	     0.01243	   0.0009907	    0.001389	    0.000778	     0.02866	   1.356e-06	   1.064e-05	   4.691e-06	    0.001891	     0.04276	      0.3498	    0.009797	    0.004347	
           1	          64	           1	      0.3175	         0.5	         0.5	          24	        5.23	       4.412	           0	           0	    0.007655	  -6.472e-09	    0.005437	   4.192e-11	      0.1424	  -1.811e-11	   0.0008822	  -4.427e-12	   0.0006511	   1.064e-08	        5.23	   0.0001416	    0.007457	     0.01256	    0.000994	    0.001389	   0.0007756	     0.02649	   1.306e-06	   1.076e-05	   4.158e-06	    0.001893	     0.04071	      0.3498	    0.009828	    0.004392	
           1	          65	           1	      0.3225	         0.5	         0.5	          24	       5.249	        4.39	           0	           0	    0.007661	   2.092e-08	     0.00543	   4.594e-10	      0.1424	  -2.451e-11	   0.0008822	   1.382e-11	    0.000651	  -2.184e-08	       5.249	    0.000145	    0.007452	     0.01273	   0.0009978	    0.001388	   0.0007728	      0.0238	   1.242e-06	    1.09e-05	   3.539e-06	    0.001896	     0.03818	      0.3498	    0.009882	    0.004452	
           1	          66	           1	      0.3275	         0.5	         0.5	          24	       5.276	        4.36	           0	           0	    0.007653	   8.237e-09	    0.005407	   3.583e-10	      0.1424	   4.001e-11	   0.0008822	   4.385e-12	   0.0006516	  -9.646e-09	       5.276	   0.0001488	    0.007452	     0.01296	    0.001002	    0.001388	   0.0007698	     0.02047	   1.156e-06	   1.106e-05	   2.835e-06	    0.001899	     0.03506	      0.3498	    0.009942	    0.004535	
           1	          67	           1	      0.3325	         0.5	         0.5	          24	       5.318	       4.313	           0	           0	    0.007638	  -4.375e-10	    0.005361	   2.612e-10	      0.1424	  -1.357e-11	   0.0008821	   4.966e-13	   0.0006512	   1.203e-09	       5.318	   0.0001531	    0.007462	     0.01331	    0.001007	    0.001387	   0.0007663	     0.01633	   1.039e-06	   1.124e-05	   2.058e-06	    0.001903	     0.03123	      0.3498	     0.01002	    0.004654	
           1	          68	           1	      0.3375	         0.5	         0.5	          24	       5.389	       4.236	           0	           0	    0.007577	  -2.299e-09	    0.005251	   7.065e-10	      0.1424	    5.21e-11	    0.000882	    8.53e-14	   0.0006511	   2.491e-09	       5.389	   0.0001579	    0.007501	     0.01382	    0.001012	    0.001387	   0.0007625	     0.01128	   8.688e-07	   1.143e-05	   1.252e-06	    0.001908	     0.02663	      0.3498	     0.01009	    0.004834	
           1	          69	           1	      0.3425	         0.5	         0.5	          24	       5.535	       4.076	           0	           0	    0.007027	   -2.06e-09	    0.004812	   3.679e-09	      0.1424	  -1.902e-11	   0.0008817	   7.807e-13	   0.0006512	   7.365e-09	       5.535	   0.0001632	    0.007637	     0.01463	    0.001018	    0.001386	   0.0007582	    0.005516	   6.094e-07	   1.165e-05	   5.304e-07	    0.001914	     0.02151	      0.3498	     0.00993	    0.005118	
           1	          70	           1	      0.3475	         0.5	         0.5	          24	       6.437	       2.959	     0.00351	  -3.885e-08	    0.003554	    3.16e-08	    0.001782	   2.678e-08	      0.1425	   3.806e-11	   0.0008813	   2.332e-12	    0.000651	  -4.185e-09	       6.437	   0.0001691	     0.01007	     0.01714	    0.001024	    0.001385	   0.0007533	   0.0001288	   7.624e-08	   1.189e-05	   7.152e-08	    0.001918	     0.01617	      0.3499	     0.01129	    0.005999	
           1	          71	           1	      0.3525	         0.5	         0.5	          24	       6.438	       2.954	    0.006053	   3.615e-09	    0.001962	   1.116e-08	   0.0001329	   -7.12e-10	      0.1425	  -2.194e-11	   0.0008812	   -2.05e-14	   0.0006508	  -1.114e-08	       6.438	   0.0001755	     0.01002	     0.01714	    0.001031	    0.001384	    0.000748	   0.0001287	   7.597e-08	   1.215e-05	   7.158e-08	    0.001918	     0.01618	        0.35	     0.01219	    0.005999	
           1	          72	           1	      0.3575	         0.5	         0.5	          24	        6.44	       2.949	    0.006267	  -1.414e-09	    0.001829	  -8.723e-09	   1.984e-06	    1.53e-10	      0.1425	   3.274e-11	   0.0008812	   1.621e-14	   0.0006508	    8.72e-09	        6.44	   0.0001826	    0.009974	     0.01713	    0.001038	    0.001384	   0.0007423	   0.0001287	   7.569e-08	   1.245e-05	   7.165e-08	    0.001918	     0.01619	        0.35	     0.01227	    0.005997	
           1	          73	           1	      0.3625	         0.5	         0.5	          24	       6.442	       2.943	    0.006284	   1.104e-09	    0.001817	   2.544e-09	           0	           0	      0.1425	     6.6e-11	   0.0008812	   -2.34e-15	   0.0006508	  -2.537e-09	       6.442	   0.0001903	    0.009921	      0.0171	    0.001047	    0.001383	   0.0007362	   0.0001285	   7.533e-08	   1.276e-05	   7.173e-08	    0.001918	     0.01617	        0.35	     0.01227	    0.005986	
           1	          74	           1	      0.3675	         0.5	         0.5	          24	       6.444	       2.937	    0.006286	  -1.337e-10	    0.001816	  -1.354e-10	           0	           0	      0.1425	   3.473e-11	   0.0008812	  -7.634e-16	    0.000651	   1.389e-10	       6.444	   0.0001987	    0.009863	     0.01706	    0.001056	    0.001382	   0.0007295	   0.0001282	   7.493e-08	   1.311e-05	   7.182e-08	    0.001918	     0.01614	        0.35	     0.01226	    0.005972	
           1	          75	           1	      0.3725	         0.5	         0.5	          24	       6.447	        2.93	    0.006286	  -1.266e-09	    0.001816	  -3.467e-09	           0	           0	      0.1425	   3.835e-11	   0.0008812	   8.149e-15	   0.0006509	   3.462e-09	       6.447	   0.0002077	    0.009801	     0.01702	    0.001065	    0.001381	   0.0007223	   0.0001279	    7.45e-08	   1.348e-05	   7.192e-08	    0.001918	     0.01611	        0.35	     0.01224	    0.005957	
           1	          76	           1	      0.3775	         0.5	         0.5	          24	       6.449	       2.923	    0.006286	  -1.068e-09	    0.001816	  -1.244e-09	           0	           0	      0.1425	   5.133e-11	   0.0008812	   6.895e-15	   0.0006509	   1.241e-09	       6.449	   0.0002171	    0.009735	     0.01697	    0.001076	     0.00138	   0.0007148	   0.0001275	   7.403e-08	   1.387e-05	   7.203e-08	    0.001918	     0.01608	        0.35	     0.01223	     0.00594	
           1	          77	           1	      0.3825	         0.5	         0.5	          24	       6.452	       2.915	    0.006286	    1.84e-09	    0.001818	   6.837e-09	           0	           0	      0.1425	   2.932e-11	   0.0008812	  -1.681e-14	   0.0006488	  -6.827e-09	       6.452	    0.000227	    0.009667	     0.01692	    0.001086	    0.001379	    0.000707	   0.0001271	   7.354e-08	   1.427e-05	   7.215e-08	    0.001918	     0.01604	        0.35	     0.01221	    0.005921	
           1	          78	           1	      0.3875	         0.5	         0.5	          24	       6.455	       2.908	    0.006296	   1.218e-09	    0.001845	   6.812e-09	           0	           0	      0.1425	   3.338e-11	   0.0008812	   -9.91e-15	   0.0006222	  -6.803e-09	       6.455	   0.0002368	    0.009597	     0.01686	    0.001097	    0.001378	   0.0006992	   0.0001267	   7.304e-08	   1.467e-05	   7.228e-08	    0.001918	       0.016	        0.35	      0.0122	    0.005902	
           1	          79	           1	      0.3925	         0.5	         0.5	          24	       6.458	         2.9	    0.006433	  -2.166e-10	    0.002163	  -5.309e-09	           0	           0	      0.1425	    2.91e-11	   0.0008812	   1.239e-14	   0.0003054	   5.305e-09	       6.458	   0.0002459	    0.009533	     0.01681	    0.001107	    0.001377	    0.000692	   0.0001264	   7.257e-08	   1.503e-05	    7.24e-08	    0.001918	     0.01596	        0.35	     0.01232	    0.005883	
           1	          80	           1	      0.3975	         0.5	         0.5	          24	       6.459	       2.899	    0.006612	    7.04e-08	    0.002391	   3.675e-07	           0	           0	      0.1425	  -6.151e-11	   0.0008812	  -9.361e-13	   7.811e-05	  -3.651e-07	       6.459	   0.0002526	    0.009527	     0.01678	    0.001114	    0.001377	   0.0006866	   0.0001261	   7.248e-08	    1.53e-05	   7.242e-08	    0.001918	     0.01593	        0.35	     0.01248	    0.005872	
